numero_chapitre;chapitre;énoncé;nb_sortie;reponse;
14;suites/séries de fonctions;comment montrer en pratique la CVU d'une série de fonctions (termes complexes) ?;0;;
14;suites/séries de fonctions;comment montrer en pratique la CVU d'une série de fonctions (termes de signe alterné) ?;0;;
14;suites/séries de fonctions;la somme S d'une série de fonctions est continue sur ℝ et on doit montrer la classe C1 sur ℝ*, sur quel(s) intervalle(s) travailleℤ-vous alors ?;0;;
15;séries entières;lemme d'Abel (séries entières);0;;
15;séries entières;définition(s) du rayon de convergence d'une série entière;0;;
15;séries entières;règle de d'Alembert (séries entières);0;;
15;séries entières;comment calculer en pratique le rayon de convergence d'une SE ?;0;;
15;séries entières;si |a_n| est inférieur à |b_n|, est-ce que le r. de c. de la SE R_a est plus petit ou plus grand que R_b ?;0;;
15;séries entières;type de convergence d'une série entière ? Et dans quelles ℤones du plan ou de ℝ ?;0;;
15;séries entières;rayon de convergence d'une somme de 2 SE ?;0;;
15;séries entières;quel DSE usuel possède 1/n! comme coefficient général et rayon de convergence ?;0;Σxⁿ/n! = eˣ et R = +∞;
15;séries entières;quel DSE usuel possède a_n=1 comme coefficient général et rayon de convergence ?;0;;
15;séries entières;énoncer le théorème d'Abel radial (pour les séries entières);0;;
15;séries entières;De quelle classe est la fonction somme d'une série entière ? Et dans quel domaine ?;0;;
15;séries entières;comment montrer en pratique que la somme d'une SE est continue sur le segment [0,R] ?;0;;
15;séries entières;rayon de convergence du produit d'une SE par un scalaire ?;0;;
15;séries entières;rayon de convergence du produit de 2 SE ?;0;;
15;séries entières;comment faire en pratique le produit de Cauchy de 2 SE ?;0;;
15;séries entières;comment montrer en pratique qu'une fonction d'une variable réelle est développable en série entière ?;0;;
15;séries entières;sur quels types d'intervalle peut-on intégrer terme à terme sans justification une série entière ?;0;;
15;séries entières;DSE et rayon de Arctan(x);0;;
15;séries entières;DSE et rayon de sin(x);0;∀ x ∈ ℝ, sin(x) = Σₙ₌₀⁺∞ (-1)ⁿ x²ⁿ⁺¹/(2n+1)! et R = +∞;
15;séries entières;DSE et rayon de cos(x);0;∀ x ∈ ℝ, cos(x) = Σₙ₌₀⁺∞ (-1)ⁿ x²ⁿ/(2n)! et R = +∞;
15;séries entières;DSE et rayon de exp(x);0;∀ x ∈ ℝ, exp(x) = Σₙ₌₀⁺∞ xⁿ/n! et R = +∞;
15;séries entières;DSE et rayon de ch(x);0;∀ x ∈ ℝ, ch(x) = Σₙ₌₀⁺∞ x²ⁿ/ (2n)! et R = +∞;
15;séries entières;DSE et rayon de sh(x);0;∀ x ∈ ℝ, sh(x) = Σₙ₌₀⁺∞ x²ⁿ⁺¹/(2n+1)! et R = +∞;
15;séries entières;DSE et rayon de 1/(1-x);0;;
15;séries entières;DSE et rayon de 1/(1+x);0;;
15;séries entières;DSE et rayon de (1+x)^α;0;;
15;séries entières;DSE et rayon de ln(1+x);0;;
15;séries entières;DSE et rayon de ln(1-x);0;;
15;séries entières;quel DSE usuel possède aₙ = (-1)^n/n! comme coefficient général ?;0;;
15;séries entières;quel DSE usuel possède a₂ₙ = 1/(2n)! et a₂ₙ₊₁ = 0 comme coefficient général ?;0;C'est ch, ∀ x ∈ ℝ, ch(x) = Σₙ₌₀⁺∞ x²ⁿ/ (2n)! et R = +∞;
15;séries entières;quel DSE usuel possède a₂ₙ = (-1)^n/(2n)! et a₂ₙ₊₁ = 0 comme coefficient général ?;0;;
15;séries entières;quel DSE usuel possède aₙ = 1/n comme coefficient général ?;0;;
15;séries entières;quel DSE usuel possède aₙ = (-1)^n/n comme coefficient général ?;0;;
15;séries entières;quel DSE usuel possède a₂ₙ = 0 et a₂ₙ₊₁ = (-1)^n/(2n+1) comme coefficient général ?;0;;
15;séries entières;quel DSE usuel possède a₂ₙ = 0 et a₂ₙ₊₁ = 1/(2n+1) comme coefficient général ?;0;;
15;séries entières;quel DSE usuel possède a₂ₙ = 0 et a₂ₙ₊₁ = 1/(2n+1)! comme coefficient général ?;0;;
15;séries entières;quel DSE usuel possède a₂ₙ = 0 et a₂ₙ₊₁ = (-1)^n/(2n+1)! comme coefficient général ?;0;;
15;séries entières;quel DSE usuel possède a_n=(-1)^n comme coefficient général ?;0;;
15;séries entières;si |a_n| est plus petit que 1, que dire du rayon de convergence R_a de la série des a_n x^n ?;0;;
15;séries entières;quel rapport entre Taylor et les séries entières ?;0;;
16;Espaces préhilbertiens;définition d'un produit scalaire;0;;
16;Espaces préhilbertiens;des vecteurs 2 à 2 orthogonaux sont libres ?;0;;
16;Espaces préhilbertiens;énoncer le théorème de Pythagore;0;; 
16;Espaces préhilbertiens;définition de l'orthogonal d'une partie;0;soit A une partie de E un espace préhilbertien, alors l'orthogonal de A est {x ∈ E, ∀a ∈ A, (x|A) = 0};
16;Espaces préhilbertiens;l'orthogonal d'une partie est-il toujours un sous espace vectoriel ?;0;;
16;Espaces préhilbertiens;relation entre F (sev d'un espace E préhilbertien) et son double orthogonal F┴┴ ?;0;;
16;Espaces préhilbertiens;définition du produit scalaire usuel dans l'espace des matrices réelles ?;0;;
16;Espaces préhilbertiens;que vaut le produit scalaire de 2 matrices <A, B> en fonction des coefficients a_(i,j) et b_(i,j) ?;0;;
16;Espaces préhilbertiens;que vaut le carré de la norme usuelle ||A||² d'une matrice en fonction de ses coefficients a_(i,j) ?;0;;
16;Espaces préhilbertiens;définition d'un projecteur orthogonal (dans un espace préhilbertien);0;;
16;Espaces préhilbertiens;inégalité de Cauchy-Schwarz;0;;
16;Espaces préhilbertiens;identité de polarisation (espaces préhilbertiens);0;;
16;Espaces préhilbertiens;si E est un espace préhilbertien, qu'est-ce que l'orthogonal de E : E┴ ?;0;C'est {0};
16;Espaces préhilbertiens;relation entre produit scalaire et norme associée, polarisation;0;;
16;Espaces préhilbertiens;définition d'un espace euclidien;0;Un espace vectoriel de dimension finie muni d'une norme;
16;Espaces préhilbertiens;définition d'une base orthonormée;0;;
16;Espaces préhilbertiens;exemples de base orthonormée dans ℝ^n, dans M_(n,p)(ℝ);0;;
16;Espaces préhilbertiens;que vaut la norme d'un vecteur dans une base orthonormée (en fonction des coordonnées du vecteur) ?;0;;
16;Espaces préhilbertiens;que vaut le produit scalaire de 2 vecteurs dans une base orthonormée (en fonction des coordonnées des vecteurs)?;0;;
16;Espaces préhilbertiens;comment écrire le produit scalaire usuel de 2 vecteurs à l'aides des matrices-colonnes les représentant ?;0;;
16;Espaces préhilbertiens;comment écrire le carré de norme euclidienne d'un vecteur à l'aide de la matrice-colonne le représentant ?;0;;
16;Espaces préhilbertiens;Expression d'une projection orthogonale;0;;
16;Espaces préhilbertiens;Distance d'un vecteur à un sev de dimension finie d'un espace préhilbertien (définition + théorème);0;;
16;Espaces préhilbertiens;condition pour qu'un sev F et son orthogonal soient supplémentaires dans un espace préhilbertien E ?;0;;
16;Espaces préhilbertiens;inégalité de Bessel (espaces préhilbertiens);0;;
16;Espaces préhilbertiens;comment déterminer la projection orthogonale d'un vecteur x sur un sev F de petite dimension ?;0;;
16;Espaces préhilbertiens;faire un dessin de projection orthogonale en dimension 2;0;;
16;Espaces préhilbertiens;théorème d'orthonormalisation de Schmidt;0;;
16;Espaces préhilbertiens;si on utilise l'orthonormalisation de Schmidt dans K[X] pour la base canonique (X^k)_k, que peut-on dire (degré, etc) de la famille (P_k) obtenue ?;0;;
17;espaces euclidiens;définition de l'adjoint d'un endomorphisme ;0;Pour u un endomorphisme de E espace euclidien, l'adjoint de u est l'unique endomorphisme v tel que ∀ (x, y) ∈ E², (u(x)|y) = (x|v(y));
17;espaces euclidiens;adjoint de f ∘ g ?;0;(f ∘ g)* = g* ∘ f*;
17;espaces euclidiens;adjoint de l'adjoint d'un endomorphisme ? ;0;Pour u un endomorphisme, u** = u;
17;espaces euclidiens;matrice de l'adjoint d'un endomorphisme ? Sous quelles hypothèses ?;0;;
17;espaces euclidiens;Si un s.e.v. F est stable par un endomorphisme u, que peut-on dire de son orthogonal pour u* ?;0;;
17;espaces euclidiens;définition d'une matrice orthogonale;0;Soit A ∈ Mₙ(𝕂), A ∈ Oₙ(𝕂) si A Aᵀ = Iₙ;
17;espaces euclidiens;énoncer différentes caractérisations d'une matrice orthogonale ;0;;
17;espaces euclidiens;déterminant d'une matrice orthogonale ?;0;Le déterminant d'une matrice orthogonale est 1 ou -1;
17;espaces euclidiens;quel rapport entre matrice orthogonale et changement de base ?;0;;
17;espaces euclidiens;que peut-on dire des colonnes d'une matrice orthogonale ?;0;;
17;espaces euclidiens;en pratique comment montrer qu'une matrice est orthogonale ? ;0;;
17;espaces euclidiens;que peut-on dire des coefficients d'une matrice orthogonale ?;0;;
17;espaces euclidiens;quels sont les éléments du groupe orthogonal O2(ℝ) ?;0;;
17;espaces euclidiens;adjoint d'une isométrie ?;0;;
17;espaces euclidiens;adjoint d'un endomorphisme symétrique ?;0;;
17;espaces euclidiens;définition d'une isométrie;0;;
17;espaces euclidiens;énoncer différentes caractérisations d'une isométrie;0;;
17;espaces euclidiens;un projecteur orthogonal est-il un endomorphisme orthogonal ? ;0;;
17;espaces euclidiens;un projecteur orthogonal est-il un endomorphisme autoadjoint ?;0;;
17;espaces euclidiens;définition du groupe spécial orthogonal (espaces euclidiens);0;;
17;espaces euclidiens;valeurs propres éventuelles d'une matrice orthogonale ?;0;;
17;espaces euclidiens;un endomorphisme orthogonal est-il bijectif ?;0;;
17;espaces euclidiens;écrire la matrice, en b.o.n. (éventuellement bien choisie), d'une rotation du plan ;0;;
17;espaces euclidiens;écrire la matrice, en b.o.n. (éventuellement bien choisie), d'une rotation autour d'un axe dans l'espace ℝ^3;0;;
17;espaces euclidiens;à quelle matrice (simple) une matrice de O3(ℝ) est-elle orthogonalement semblable ?;0;;
17;espaces euclidiens;comment savoir la nature géométrique d'une isométrie en dimension 2 ?;0;;
17;espaces euclidiens;comment savoir la nature géométrique d'une isométrie en dimension 3 ?;0;;
17;espaces euclidiens;définition d'un endomorphisme autoadjoint;0;;
17;espaces euclidiens;quel rapport entre matrice symétrique et endomorphisme autoadjoint ?;0;La matrice canoniquement associée à l'endomorphisme autoadjoint est symétrique;
17;espaces euclidiens;énoncer différentes caractérisations du fait qu'un endomorphisme d'un espace euclidien est autoadjoint;0;;
17;espaces euclidiens;énoncé du théorème spectral (espaces euclidiens);0;;
17;espaces euclidiens;quel rapport entre matrice orthogonale et endomorphisme orthogonal ?;0;;
17;espaces euclidiens;image d'une base orthonormée par un endomorphisme orthogonal ?;0;;
17;espaces euclidiens;que peut-on dire d'une matrice réelle, à la fois orthogonale et symétrique ?;0;;
17;espaces euclidiens;que peut-on dire du polynôme caractéristique d'un endomorphisme autoadjoint ?;0;;
17;espaces euclidiens;en pratique, comment montrer que les valeurs propres d'un endomorphisme autoadjoint sont positives ?;0;;
17;espaces euclidiens;si A est une matrice symétrique réelle à spectre inclus dans ℝ+, que peut-on dire (et pourquoi) de (X^T)*A*X pour X matrice colonne ? (X^T est la transposée de X) ;0;;
17;espaces euclidiens;si A est dans Sₙ(ℝ) et que XᵀAX est positif pour toute matrice colonne X, que peut-on dire du spectre de A et pourquoi ? (Xᵀ est la transposée d e X);0;;
17;espaces euclidiens;définition d'un endomorphisme autoadjoint positif ?;0;;
17;espaces euclidiens;définition d'un endomorphisme autoadjoint défini positif ?;0;u∈S++(E) si u∈S(E) et ∀x≠0, (u(x)|x) > 0;
17;espaces euclidiens;si u est un endo d'un espace euclidien E et x un vecteur de E, comment écrire matriciellement le produit scalaire <u(x), x> ?;0;;
17;espaces euclidiens;comment s'écrit matriciellement le carré de norme euclidienne ||u(x)||² de l'image d'un vecteur x par un endomorphisme u ?;0;;
17;espaces euclidiens;Si A est une matrice réelle, pourquoi Ker(A)=Ker((Aᵀ)*A) ? (avec (Aᵀ) la transposée de A);0;;
17;espaces euclidiens;définition de Sₙ⁺(ℝ) ?;0;;
17;espaces euclidiens;définition de Sₙ⁺⁺(ℝ) ?;0;;
18;intégrale à paramètre;théorème de continuité pour une intégrale à paramètre;0;;
18;intégrale à paramètre;théorème de classe C1 pour une intégrale à paramètre;0;;
18;intégrale à paramètre;théorème de classe Ck pour une intégrale à paramètre;0;;
18;intégrale à paramètre;domaine de définition de la fonction Gamma d'Euler (Gamma(x)=intégrale pour t entre 0 et +inf de exp(-t)*t^(x-1)) ?;0;;
18;intégrale à paramètre;une intégrale F dépendant d'un paramètre x réel est continue sur ℝ+ et on doit montrer sa classe C1 sur ℝ+* : comment faites-vous ?;0;;
18;intégrale à paramètre;une intégrale F dépendant d'un paramètre x réel est définie sur ℝ+ et on doit chercher sa limite quand x tend vers +inf : comment faites-vous ?;0;;
18;intégrale à paramètre;théorème de convergence dominée pour une suite de fonctions (f_n) sur un intervalle I;0;;
18;intégrale à paramètre;théorème d'intégration terme à terme pour  une série de fonction ∑ f_n sur un intervalle I;0;;
19;Calcul différentiel; comment trouver la limite éventuelle d'une fonction de plusieurs variables ?;0;;
19;Calcul différentiel; comment étudier la continuité en un point d'une fonction de plusieurs variables ?;0;;
19;Calcul différentiel; définition de la différentielle d'une fonction de plusieurs variables;0;;
19;Calcul différentiel; rapport entre différentielle et dérivées partielles pour une fonction de plusieurs variables;0;;
19;Calcul différentiel; définition de la classe C1 d'une fonction de plusieurs variables;0;;
19;Calcul différentiel; définition de la dérivée suivant un vecteur d'une fonction de plusieurs variables;0;;
19;Calcul différentiel; rapport entre différentiabilité, classe C1, dérivées partielles pour une fonction de plusieurs variables;0;;
19;Calcul différentiel; comment étudier l'existence de dérivées partielles en un point d'une fonction de plusieurs variables ?;0;;
19;Calcul différentiel; expression de la différentielle df d'une fonction de plusieurs variables à l'aide des dérivées partielles;0;;
19;Calcul différentiel; définition d'une matrice jacobienne;0; soit f une fonction vectorielle définie sur Ω, un ouvert de ℝⁿ différentiable tq ∀X = (x₁, ..., xₙ) ∈ f(X) = (f1(x₁, ..., xₙ), ..., fₘ(x₁, ..., xₙ)), on a : J_f = (∂fᵢ/∂xⱼ) 1 ≤ i ≤ m,1 ≤ j ≤ n;
19;Calcul différentiel; matrice jacobienne d'une composée f ∘ g de 2 fonctions;0; produit des deux matrices jacobiennes;
19;Calcul différentiel; comment calculer des dérivées partielles composées d'ordre 1 ? (pour f ∘ ϕ);0;Règle de la chaîne;
19;Calcul différentiel; si f(x,y)=g(r,theta) représentent la même expression en cartésiennes et en polaires, peut-on calculer les dérivées partielles de g à l'aide de celles de f ou le contraire ?;0;;
19;Calcul différentiel; si f(x,y)=g(r,theta) représentent la même expression en cartésiennes et en polaires, que vaut dg/dr ? (dérivée partielle d'ordre 1);0;;
19;Calcul différentiel; définition d'un point critique d'une fonction de plusieurs variables;0;;
19;Calcul différentiel; rapport entre extremum et point critique pour une fonction réelle de plusieurs variables;0;;
19;Calcul différentiel; en pratique, comment trouver les extremums d'une fonction réelle de plusieurs variables ?;0;;
19;Calcul différentiel; énoncer le théorème d'optimisation d'une fonction sous une contrainte;0;;
19;Calcul différentiel; définition de la matrice hessienne;0;;
19;Calcul différentiel; énoncé de la formule de Taylor-Young à l'ordre 2 pour une fonction de plusieurs variables;0;;
19;Calcul différentiel; comment déterminer la nature d'un point critique d'une fonction de plusieurs variables à l'aide de la matrice hessienne ?;0;;
19;Calcul différentiel; définition du gradient d'une fonction de plusieurs variables;0;;
19;Calcul différentiel; que vaut le gradient d'une fonction de plusieurs variables en un point critique ?;0;;
19;Calcul différentiel; théorème de Schwarℤ pour les fonctions de plusieurs variables;0;;
19;Calcul différentiel; Définition d'un vecteur tangent à une partie X;0;;
20;Équations différentielles;théorème de Cauchy pour une EDL1;0;;
20;Équations différentielles;théorème de Cauchy pour une EDL2;0;;
20;Équations différentielles;structure de l'ensemble des solutions d'une EDL1 ?;0;;
20;Équations différentielles;structure de l'ensemble des solutions d'une EDL1H ?;0;;
20;Équations différentielles;structure de l'ensemble des solutions d'une EDL2 ?;0;;
20;Équations différentielles;structure de l'ensemble des solutions d'une EDL2H ?;0;;
20;Équations différentielles;solutions d'une EDL2H : y''+ay'+by=0 à coefficients constants ?;0;;
20;Équations différentielles;méthode de variation de la constante pour une EDL1;0;;
20;Équations différentielles;méthode de variation des constantes pour une EDL2;0;;
20;Équations différentielles;définition du wronskien pour une EDL2;0;;
20;Équations différentielles;ensemble des solutions de l'équa diff : y''+ 2y' + y =0 ?;0;;
20;Équations différentielles;ensemble des solutions de l'équa diff : y''+ 3y' + 2y =0 ?;0;;
20;Équations différentielles;ensemble des solutions (complexes puis réelles) de l'équa diff : y''+ y =0 ?;0;;
20;Équations différentielles;ensemble des solutions (complexes puis réelles) de l'équa diff : y''- 2y' + 2y =0 ?;0;;
20;Équations différentielles;définition système fondamental de solutions pour un SDL1 (système diff);0;;
20;Équations différentielles;structure de l'ensemble des solutions d'un SDL1 ? (système diff);0;;
20;Équations différentielles;structure de l'ensemble des solutions d'un SDL1H ? (système diff);0;;
20;Équations différentielles;comment résoudre en pratique un SDL1 (système diff) à coefficients constants ?;0;;
20;Équations différentielles;Si A est une matrice diagonalisable avec (X1,…,Xn) comme base de vep, donner les solutions du SDL1H associé : X'=AX;0;;
20;Équations différentielles;théorème de Cauchy pour un SDL1;0;;
20;Équations différentielles;Pour une EDL2H scalaire, comment obtenir toutes les solutions à partir d'une solution phi1 qui ne s'annule pas ?;0;;
21;Probabilités;définition d'une probabilité;0;;
21;Probabilités;définition d'un système complet d'évènements (en probas);0;;
21;Probabilités;définition d'une tribu (en probas);0;;
21;Probabilités;définition d'une probabilité conditionnelle P(A|B);0;;
21;Probabilités;formule des probabilités composées;0;;
21;Probabilités;formule de Bayes (probas);0;;
21;Probabilités;formule des probabilités totales;0;;
21;Probabilités;rapport entre proba conditionnelle et évènements indépendants ?;0;;
21;Probabilités;continuité monotone (en probas);0;;
21;Probabilités;définition d'un événement négligeable (en probas);0;;
21;Probabilités;définition d'un événement presque sûr (en probas);0;;
21;Probabilités;définition de l'indépendance de 2 évènements (en probas);0;;
21;Probabilités;définition de l'indépendance mutuelle de n évènements (en probas);0;;
21;Probabilités;À quelle condition une famille (pk) définit-elle une distribution de probabilités discrète ?;0;;
21;Probabilités;Définition d'un ensemble dénombrable, exemples ?;0;;
22;Variables aléatoires;définition d'une v.a.r. (en probas);0;;
22;Variables aléatoires;définition de la loi d'une v.a.r. (en probas);0;;
22;Variables aléatoires;définition de la loi conjointe d'un couple de v.a.r. (en probas);0;;
22;Variables aléatoires;rapport entre loi conjointe et lois marginales (en probas);0;;
22;Variables aléatoires;définition de l'indépendance de 2 v.a.r. (en probas);0;;
22;Variables aléatoires;définition de l'indépendance de n v.a.r. (en probas);0;;
22;Variables aléatoires;si X1, …,Xn sont des v.a.r. indépendantes, est-ce qu'une fonction de X1,X2 est indépendante de X3,…,Xp ?;0;;
22;Variables aléatoires;définition de la loi uniforme (en probas);0;;
22;Variables aléatoires;définition de la loi binomiale (en probas);0;;
22;Variables aléatoires;définition de la loi de Bernoulli (en probas);0;;
22;Variables aléatoires;interprétation "pratique" de la loi de Bernoulli (en probas) ?;0;;
22;Variables aléatoires;interprétation "pratique" de la loi binomiale (en probas) ?;0;;
22;Variables aléatoires;comment expliquer la loi binomiale à l'aide de la loi de Bernoulli ? (en probas);0;;
22;Variables aléatoires;définition de la loi géométrique (en probas);0;;
22;Variables aléatoires;interprétation "pratique" de la loi géométrique (en probas) ?;0;;
22;Variables aléatoires;définition de la loi de Poisson (en probas);0;X∼P(λ) si X(Ω) = ℕ et ∀k∈ℕ, P(X=k) = exp(-λ)*λᵏ/k!;
22;Variables aléatoires;convergence de la loi de Poisson vers la loi binomiale, ou le contraire ? Et dans quelles circonstances ?;0;;
22;Variables aléatoires;définition de l'espérance d'une v.a.r.;0;;
22;Variables aléatoires;qu'est-ce qu'une v.a.r. d'espérance finie ?;0;;
22;Variables aléatoires;espérance d'une v.a.r. suivant une loi de Bernoulli ?;0;;
22;Variables aléatoires;espérance d'une v.a.r. suivant une loi binomiale ?;0;;
22;Variables aléatoires;espérance d'une v.a.r. suivant une loi géométrique ?;0;;
22;Variables aléatoires;espérance d'une v.a.r. suivant une loi de Poisson ?;0;;
22;Variables aléatoires;propriétés du calcul d'espérance (en probas);0;;
22;Variables aléatoires;quel rapport pour une v.a.r. à valeurs dans ℕ, entre E(X) et les P(X ≥  n) ?;0;;
22;Variables aléatoires;formule du transfert (en probas);0;Dans (Ω, A, P) un espace probabilisé, soient X une variable aléatoire discrète complexe, et f : X(Ω) ⟶ 𝕂 , alors f(X) ∈ L¹ ⟺ (f(x)ℙ(X = x))_(x ∈ X(Ω)) est sommable et on a donc E(f(X)) = Σ(x ∈ X(Ω)) f(x)ℙ(X = x);
22;Variables aléatoires;espérance d'un produit de v.a.r. et indépendance;0;;
22;Variables aléatoires;définition d'un moment d'ordre 2 pour une v.a.r. (en probas);0;;
22;Variables aléatoires;rapport entre existence d'un moment d'ordre 1 et d'un moment d'ordre 2 pour une v.a.r. (en probas);0;;
22;Variables aléatoires;condition d'existence de la variance d'une v.a.r.;0;;
22;Variables aléatoires;définition de la variance d'une v.a.r.;0;;
22;Variables aléatoires;formule de Kœnig-Huygens (en probas);0;;
22;Variables aléatoires;propriétés du calcul de la variance;0;;
22;Variables aléatoires;V(aX+b) = ? (en probas);0;;
22;Variables aléatoires;variance d'une constante ?;0;;
22;Variables aléatoires;inégalité de Cauchy-Schwarℤ (pour des v.a.r.);0;;
22;Variables aléatoires;pourquoi la variance d'une v.a.r. est-elle toujours positive ?;0;;
22;Variables aléatoires;que dire d'une v.a.r. de variance nulle ?;0;;
22;Variables aléatoires;variance d'une v.a.r. suivant une loi de Bernoulli ?;0;;
22;Variables aléatoires;variance d'une v.a.r. suivant une loi binomiale ?;0;;
22;Variables aléatoires;variance d'une v.a.r. suivant une loi géométrique ?;0;;
22;Variables aléatoires;variance d'une v.a.r. suivant une loi de Poisson ?;0;;
22;Variables aléatoires;définition de la covariance (en probas);0;;
22;Variables aléatoires;condition d'existence de la covariance de 2 v.a.r. ?;0;;
22;Variables aléatoires;covariance de 2 v.a.r. et indépendance ?;0;;
22;Variables aléatoires;variance d'une somme de v.a.r. indépendantes ?;0;;
22;Variables aléatoires;variance d'une somme de v.a.r. pas forcément indépendantes ?;0;;
22;Variables aléatoires;inégalité de Markov (probas);0;;
22;Variables aléatoires;inégalité de Bienaymé-Tchebychev (probas);0;;
22;Variables aléatoires;loi faible des grands nombres (probas);0;;
22;Variables aléatoires;Si A est un événement, que vaut l'espérance de sa fonction indicatrice 1_A ? (qui vaut 1 si on est dans A, 0 sinon);0;;
22;Variables aléatoires;définition de la fonction génératrice d'une v.a.r. ?;0;;
22;Variables aléatoires;propriétés de la fonction génératrice d'une v.a.r. en tant que série entière;0;;
22;Variables aléatoires;fonction génératrice d'une loi de Bernoulli ? (probas);0;Gₓ(t) = q + pt = (1 - p) + pt;
22;Variables aléatoires;fonction génératrice d'une loi binomiale ? (probas);0;Gₓ(t) = (1 - p + pt);
22;Variables aléatoires;fonction génératrice d'une loi géométrique ? (probas);0;Gₓ(t) = pt / (1- qt);
22;Variables aléatoires;fonction génératrice d'une loi de Poisson ? (probas);0; Gₓ(t) = exp(λ(t - 1));
22;Variables aléatoires;rapport entre la loi d'une v.a.r. et sa fonction génératrice ?;0;;
22;Variables aléatoires;rapport entre fonction génératrice d'une v.a.r. et espérance ?;0; Si G_x est dérivable en 1 alors X ∈ L¹ et  G_x(1) = E(X);
22;Variables aléatoires;Comment calculer la variance à partir de la fonction génératrice ?;0;;
22;Variables aléatoires;fonction génératrice d'une somme de v.a.r. ?;0;;
